ukb_code	fg_code	fg_name	category_fg	category_meta	description_ukb	description_more_ukb
L02	L12_ABSCESS_CUT	Cutaneous abscess, furuncle and carbuncle	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L02 Cutaneous abscess, furuncle and carbuncle	truncated: true
L03	L12_CELLULITIS	Cellulitis	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L03 Cellulitis	truncated: true
L08	L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L08 Other local infections of skin and subcutaneous tissue	truncated: true
L23	L12_ALLERGICCONTACT	Allergic contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L23 Allergic contact dermatitis	truncated: true
L27	L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L27 Dermatitis due to substances taken internally	truncated: true
L28	L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L28 Lichen simplex chronicus and prurigo	truncated: true
L30	L12_DERMATITISNAS	Other and unspecified dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L30 Other dermatitis	truncated: true
L43	K11_ORAL_LICHEN_PLANUS_WIDE	Oral lichen ruber planus, wide definition	XI Diseases of the digestive system (K11_)	XI Diseases of the digestive system (K11_)	L43 Lichen planus	truncated: true
L43	L12_LICHENPLANUS	Lichen planus	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L43 Lichen planus	truncated: true
L43	L12_LICHENPLANUS_INCLAVO	Lichen planus, including avohilmo	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L43 Lichen planus	truncated: true
L51	L12_ERYTHEMAMULTIF	Erythema multiforme	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L51 Erythema multiforme	truncated: true
L53	L12_ERYTHEMATOUSOTH	Other erythematous conditions	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L53 Other erythematous conditions	truncated: true
L65	L12_HAIRLOSSNONSCAR	Other nonscarring hair loss	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L65 Other nonscarring hair loss	truncated: true
L72	L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L72 Follicular cysts of skin and subcutaneous tissue	truncated: true
L73	L12_FOLICULAROTH	Other follicular disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L73 Other follicular disorders	truncated: true
L81	L12_OTHPIGMENTATION	Other disorders of pigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L81 Other disorders of pigmentation	truncated: true
L85	L12_EPIDERMALTHICKOTH	Other epidermal thickening	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L85 Other epidermal thickening	truncated: true
L90	L12_ATROPHICSKIN	Atrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L90 Atrophic disorders of skin	truncated: true
L92	L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L92 Granulomatous disorders of skin and subcutaneous tissue	truncated: true
L94	L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L94 Other localised connective tissue disorders	truncated: true
L98	L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	XII Diseases of the skin and subcutaneous tissue (L12_)	L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified	truncated: true
M14	M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M14 Arthropathies in other diseases classified elsewhere	truncated: true
M15	M13_ARTHROSIS_POLY	Polyarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M15 Polyarthrosis	truncated: true
M16	M13_ARTHTROSIS_COX	Coxarthrosis,	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M16 Coxarthrosis [arthrosis of hip]	truncated: true
M17	M13_ARTHROSIS_KNEE	Gonarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M17 Gonarthrosis [arthrosis of knee]	truncated: true
M23	M13_KNEEDERANGEMENTS	Internal derangement of knee	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M23 Internal derangement of knee	truncated: true
M30	M13_POLYARTERETAL	Polyarteritis nodosa and related conditions	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M30 Polyarteritis nodosa and related conditions	truncated: true
M34	M13_SYSTSLCE	Systemic sclerosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M34 Systemic sclerosis	truncated: true
M41	M13_SCOLIOSIS	Scoliosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M41 Scoliosis	truncated: true
M47	M13_SPONDYLOSIS	Spondylosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M47 Spondylosis	truncated: true
M50	M13_CERVICDISC	Cervical disc disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M50 Cervical disk disorders	truncated: true
M51	M13_INTERVERTEB	Other intervertebral disc disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M51 Other intervertebral disk disorders	truncated: true
M66	M13_SPONTRUPTSYNOTEND	Spontaneous rupture of synovium and tendon	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M66 Spontaneous rupture of synovium and tendon	truncated: true
M71	M13_BURSOPATHY	Other bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M71 Other bursopathies	truncated: true
M75	M13_SHOULDER	Shoulder lesions	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M75 Shoulder lesions	truncated: true
M76	M13_ENTESOPATHYLOW	Enthesopathies of lower limb, excluding foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M76 Enthesopathies of lower limb, excluding foot	truncated: true
M77	M13_ENTESOPATHYOTH	Other enthesopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M77 Other enthesopathies	truncated: true
M79	M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M79 Other soft tissue disorders, not elsewhere classified	truncated: true
M84	M13_BONECONTINUITY	Disorders of continuity of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M84 Disorders of continuity of bone	truncated: true
M85	M13_BONEDENSOTH	Other disorders of bone density and structure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M85 Other disorders of bone density and structure	truncated: true
M86	M13_OSTEOMYELITIS	Osteomyelitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M86 Osteomyelitis	truncated: true
M93	M13_OSTEOCHONDROPATHY	Other osteochondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M93 Other osteochondropathies	truncated: true
M95	M13_DEFORMACQ	Other acquired deformities of musculoskeletal system and connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M95 Other acquired deformities of musculoskeletal system and connective tissue	truncated: true
M96	M13_POSTOPMUSCULOSKE	Postprocedural musculoskeletal disorders, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	M96 Postprocedural musculoskeletal disorders, not elsewhere classified	truncated: true
N02	N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N02 Recurrent and persistent haematuria	truncated: true
N04	N14_NEPHROTICSYND	Nephrotic syndrome	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N04 Nephrotic syndrome	truncated: true
N05	N14_NEPHRITICNAS	Unspecified nephritic syndrome	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N05 Unspecified nephritic syndrome	truncated: true
N11	N14_CHRONTUBULOINTNEPHRITIS	Chronic tubulo-interstitial nephritis	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N11 Chronic tubulo-interstitial nephritis	truncated: true
N18	N14_CHRONKIDNEYDIS	Chronic kidney disease	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N18 Chronic renal failure	truncated: true
N20	N14_CALCUKIDUR	Calculus of kidney and ureter	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N20 Calculus of kidney and ureter	truncated: true
N25	N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N25 Disorders resulting from impaired renal tubular function	truncated: true
N32	N14_OTHBLADD	Other disorders of  bladder	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N32 Other disorders of bladder	truncated: true
N35	N14_URETHRALSTRICT	Urethral stricture	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N35 Urethral stricture	truncated: true
N43	N14_HYDROCELE	Hydrocele	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N43 Hydrocele and spermatocele	truncated: true
N48	N14_OTHPENIS	Other disorders of penis	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N48 Other disorders of penis	truncated: true
N49	N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N49 Inflammatory disorders of male genital organs, not elsewhere classified	truncated: true
N50	N14_OTHDISMALEGEN	Other disorders of male genital organs	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N50 Other disorders of male genital organs	truncated: true
N64	N14_BREASTDISOTH	Other disorders of breast	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N64 Other disorders of breast	truncated: true
N70	N14_SALPHOOPH	Salpingitis and oophoritis	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N70 Salpingitis and oophoritis	truncated: true
N71	N14_INFLUTH	Inflammatory disease of uterus	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N71 Inflammatory disease of uterus, except cervix	truncated: true
N73	N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N73 Other female pelvic inflammatory diseases	truncated: true
N81	N14_FEMGENPROL	Female genital prolapse	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N81 Female genital prolapse	truncated: true
N82	N14_FEMGENFISTUL	Fistulae involving female genital tract	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N82 Fistulae involving female genital tract	truncated: true
N85	N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N85 Other noninflammatory disorders of uterus, except cervix	truncated: true
N88	N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N88 Other noninflammatory disorders of cervix uteri	truncated: true
N89	N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	XIV Diseases of the genitourinary system (N14_)	XIV Diseases of the genitourinary system (N14_)	N89 Other noninflammatory disorders of vagina	truncated: true
